"lat","lon","prop_id"
40.85541,-73.88661,123
40.84652,-73.89122,124
40.85049,-73.88866,125
40.85058,-73.8894,126
40.85162,-73.88775,127
40.85277,-73.88605,128
40.85507,-73.88486,129
40.84606,-73.88902,130
40.84821,-73.88683,131
40.84821,-73.88582,132
40.85154,-73.88418,133
40.85419,-73.88252,134
40.84498,-73.88643,135
40.84935,-73.88345,136
40.8536,-73.88268,137
40.84339,-73.88371,138
40.84265,-73.88116,139
40.85306,-73.89969,140
40.85294,-73.89891,141
40.85852,-73.8969,142
40.85163,-73.90035,143
40.85266,-73.90105,144
40.85712,-73.90141,145
40.8616,-73.90003,146
40.86084,-73.90136,147
40.85581,-73.90766,148
40.86169,-73.90401,149
40.86499,-73.90049,150
40.85471,-73.90884,151
40.85849,-73.90636,152
40.85579,-73.909,153
40.86026,-73.90833,154
40.85552,-73.91374,155
40.85489,-73.91594,156
40.86082,-73.91291,157
40.86844,-73.90652,158
40.86971,-73.89986,159
40.87167,-73.90025,160
40.87122,-73.90359,161
40.87671,-73.90121,162
40.87968,-73.89795,163
40.87484,-73.90343,164
40.87661,-73.90164,165
40.88214,-73.89823,166
40.88357,-73.89673,167
40.88581,-73.89614,168
40.8587,-73.88383,169
40.87069,-73.88297,170
40.86658,-73.88783,171
40.86703,-73.88595,172
40.86495,-73.89188,173
40.86771,-73.88751,174
40.86377,-73.89349,175
40.86946,-73.88834,176
40.87053,-73.88513,177
40.86869,-73.89023,178
40.87007,-73.88882,179
40.86929,-73.88885,180
40.86996,-73.88925,181
40.87388,-73.886,182
40.87583,-73.88467,183
40.86811,-73.89426,184
40.87048,-73.89231,185
40.87413,-73.88807,186
40.8714,-73.87842,187
40.87482,-73.88067,188
40.87556,-73.87801,189
40.87885,-73.87511,190
40.87333,-73.87725,191
40.87675,-73.87547,192
40.87438,-73.87617,193
40.87616,-73.87392,194
40.87723,-73.87312,195
40.87675,-73.87331,196
40.89789,-73.87489,197
40.89759,-73.87275,198
40.89704,-73.87186,199
40.89784,-73.87189,200
40.89678,-73.86884,201
40.89801,-73.8703,202
40.89707,-73.86609,203
40.89877,-73.8638,204
40.89983,-73.86621,205
40.90042,-73.86714,206
40.90178,-73.86758,207
40.89685,-73.86441,208
40.89877,-73.86324,209
40.80836,-73.85502,210
40.80808,-73.8517,211
40.8103,-73.85759,212
40.81008,-73.85429,213
40.81006,-73.85127,214
40.8128,-73.86149,215
40.8125,-73.85986,216
40.81128,-73.85782,217
40.8125,-73.8581,218
40.81166,-73.85776,219
40.81227,-73.85495,220
40.81209,-73.85374,221
40.81465,-73.86392,222
40.81349,-73.86311,223
40.81388,-73.86209,224
40.81399,-73.86036,225
40.81368,-73.85934,226
40.8143,-73.85741,227
40.81636,-73.85123,228
40.81489,-73.85015,229
40.81647,-73.85035,230
40.8151,-73.84915,231
40.81546,-73.84713,232
40.81536,-73.84602,233
40.81713,-73.84547,234
40.81538,-73.86435,235
40.81506,-73.86332,236
40.81538,-73.86244,237
40.8158,-73.8597,238
40.81601,-73.85782,239
40.81612,-73.85696,240
40.81687,-73.853,241
40.81764,-73.85227,242
40.81876,-73.86565,243
40.81796,-73.86414,244
40.81811,-73.86214,245
40.81765,-73.86025,246
40.82068,-73.84644,247
40.81882,-73.86608,248
40.8196,-73.86549,249
40.8203,-73.8655,250
40.81916,-73.86333,251
40.82002,-73.86258,252
40.82066,-73.85239,253
40.82131,-73.85314,254
40.8214,-73.85165,255
40.82216,-73.85098,256
40.82289,-73.85133,257
40.82195,-73.84759,258
40.82203,-73.84785,259
40.82338,-73.84774,260
40.82211,-73.87663,261
40.82325,-73.85445,262
40.82258,-73.85447,263
40.82337,-73.85441,264
40.82415,-73.85417,265
40.82445,-73.85108,266
40.82508,-73.85252,267
40.82523,-73.85163,268
40.82358,-73.84706,269
40.82414,-73.8487,270
40.82563,-73.84949,271
40.82431,-73.84603,272
40.82531,-73.84552,273
40.82691,-73.84664,274
40.82466,-73.8801,275
40.82444,-73.87923,276
40.82446,-73.87814,277
40.82473,-73.87643,278
40.82473,-73.87548,279
40.82535,-73.87154,280
40.82763,-73.86149,281
40.82743,-73.85918,282
40.82712,-73.87986,283
40.827,-73.87873,284
40.82693,-73.87776,285
40.82741,-73.87691,286
40.8276,-73.87601,287
40.82794,-73.87217,288
40.82753,-73.87108,289
40.82811,-73.87025,290
40.82978,-73.86661,291
40.82837,-73.86452,292
40.82812,-73.86346,293
40.82869,-73.86269,294
40.82917,-73.86199,295
40.82886,-73.86079,296
40.82996,-73.86974,297
40.83038,-73.868,298
40.83052,-73.86693,299
40.83004,-73.86551,300
40.83079,-73.86523,301
40.83113,-73.86435,302
40.83128,-73.86343,303
40.83124,-73.86187,304
40.83068,-73.88222,305
40.83038,-73.88158,306
40.82973,-73.88225,307
40.8294,-73.88039,308
40.82996,-73.88037,309
40.82986,-73.88035,310
40.82948,-73.8785,311
40.8301,-73.8785,312
40.8298,-73.87747,313
40.8298,-73.87652,314
40.8306,-73.87494,315
40.83096,-73.87093,316
40.83129,-73.87004,317
40.82725,-73.8578,318
40.82799,-73.85929,319
40.83001,-73.86018,320
40.83013,-73.85931,321
40.83091,-73.859,322
40.82766,-73.8548,323
40.82762,-73.8559,324
40.82958,-73.85372,325
40.8305,-73.85574,326
40.8311,-73.85674,327
40.83208,-73.85522,328
40.82737,-73.85213,329
40.82811,-73.8523,330
40.82949,-73.85355,331
40.83195,-73.85413,332
40.83251,-73.85426,333
40.83309,-73.85383,334
40.8278,-73.84891,335
40.82847,-73.84961,336
40.83194,-73.85052,337
40.83218,-73.84961,338
40.83291,-73.84966,339
40.83103,-73.84624,340
40.83189,-73.84627,341
40.83265,-73.84608,342
40.8336,-73.8482,343
40.834,-73.84706,344
40.83689,-73.84466,345
40.83351,-73.88007,346
40.83115,-73.8802,347
40.83158,-73.87994,348
40.83175,-73.87566,349
40.83212,-73.87434,350
40.83316,-73.87158,351
40.83371,-73.87075,352
40.83356,-73.87057,353
40.83287,-73.86858,354
40.83478,-73.86684,355
40.83278,-73.86549,356
40.83499,-73.86494,357
40.83495,-73.8728,358
40.8367,-73.87006,359
40.83643,-73.8681,360
40.83542,-73.86501,361
40.83632,-73.8642,362
40.8388,-73.87572,363
40.83742,-73.86995,364
40.83804,-73.86907,365
40.83849,-73.86818,366
40.83808,-73.86784,367
40.83861,-73.86376,368
40.83408,-73.8596,369
40.8344,-73.85786,370
40.83669,-73.85423,371
40.83534,-73.85049,372
40.83632,-73.85192,373
40.83697,-73.8522,374
40.8361,-73.84863,375
40.837,-73.8471,376
40.8381,-73.85116,377
40.83929,-73.84698,378
40.84017,-73.84839,379
40.84158,-73.84523,380
40.8386,-73.85228,381
40.83939,-73.8504,382
40.84154,-73.84901,383
40.84022,-73.85072,384
40.84044,-73.85162,385
40.84211,-73.85226,386
40.84179,-73.84933,387
40.84139,-73.84737,388
40.84232,-73.84662,389
40.84187,-73.87572,390
40.84089,-73.87039,391
40.84171,-73.87057,392
40.84241,-73.86917,393
40.84222,-73.86994,394
40.84125,-73.86986,395
40.84137,-73.86806,396
40.84203,-73.86759,397
40.84177,-73.86617,398
40.84212,-73.86729,399
40.84294,-73.86839,400
40.84301,-73.86727,401
40.84456,-73.86403,402
40.8448,-73.86317,403
40.84474,-73.86301,404
40.84367,-73.86277,405
40.84416,-73.86186,406
40.8454,-73.86123,407
40.84576,-73.86003,408
40.84589,-73.86821,409
40.84593,-73.86726,410
40.84683,-73.86578,411
40.84616,-73.8646,412
40.84649,-73.86363,413
40.84759,-73.86309,414
40.84836,-73.86225,415
40.84758,-73.86118,416
40.84369,-73.85411,417
40.84411,-73.85273,418
40.84555,-73.85203,419
40.84486,-73.84975,420
40.84349,-73.8502,421
40.84405,-73.84898,422
40.84719,-73.84676,423
40.84444,-73.85569,424
40.84516,-73.85516,425
40.84671,-73.85637,426
40.84504,-73.8549,427
40.84505,-73.85367,428
40.84704,-73.85226,429
40.84692,-73.85545,430
40.84735,-73.85414,431
40.84721,-73.85223,432
40.84936,-73.85072,433
40.84772,-73.84808,434
40.8499,-73.84806,435
40.84869,-73.85683,436
40.84883,-73.85584,437
40.84994,-73.85562,438
40.84974,-73.85437,439
40.84987,-73.85431,440
40.85024,-73.85258,441
40.85101,-73.85301,442
40.84355,-73.83467,443
40.84419,-73.83292,444
40.84375,-73.83145,445
40.84448,-73.83152,446
40.84531,-73.82803,447
40.84591,-73.83035,448
40.84724,-73.82823,449
40.84725,-73.83599,450
40.84753,-73.83504,451
40.84779,-73.83336,452
40.84881,-73.82926,453
40.85152,-73.85223,454
40.85141,-73.84895,455
40.85232,-73.84906,456
40.85405,-73.84792,457
40.85364,-73.84862,458
40.85599,-73.84319,459
40.85197,-73.83468,460
40.85019,-73.8331,461
40.85016,-73.83129,462
40.85027,-73.82959,463
40.8524,-73.83189,464
40.85276,-73.83102,465
40.85383,-73.83209,466
40.85461,-73.83284,467
40.85274,-73.83006,468
40.85316,-73.82822,469
40.8478,-73.86697,470
40.84888,-73.86687,471
40.84833,-73.86539,472
40.84853,-73.86452,473
40.84827,-73.86349,474
40.84955,-73.86078,475
40.85114,-73.86106,476
40.85159,-73.86006,477
40.85036,-73.85727,478
40.85192,-73.85717,479
40.85146,-73.85664,480
40.85172,-73.85483,481
40.85291,-73.85466,482
40.85255,-73.85421,483
40.85393,-73.85092,484
40.85513,-73.85077,485
40.85302,-73.86305,486
40.85306,-73.86291,487
40.85366,-73.86209,488
40.85347,-73.86055,489
40.85284,-73.85789,490
40.85318,-73.85799,491
40.85577,-73.85449,492
40.85615,-73.85463,493
40.85717,-73.85286,494
40.8563,-73.86186,495
40.8548,-73.86097,496
40.855,-73.85831,497
40.85436,-73.85783,498
40.86134,-73.87032,499
40.86032,-73.86549,500
40.86021,-73.86376,501
40.86111,-73.85755,502
40.85856,-73.85397,503
40.86008,-73.85451,504
40.85984,-73.85249,505
40.85902,-73.8502,506
40.86002,-73.84934,507
40.86008,-73.84742,508
40.85859,-73.84451,509
40.85934,-73.84168,510
40.85855,-73.8401,511
40.8602,-73.84084,512
40.85763,-73.83621,513
40.85959,-73.8371,514
40.85915,-73.83537,515
40.85904,-73.83429,516
40.862,-73.87047,517
40.86371,-73.86647,518
40.86404,-73.86458,519
40.86222,-73.86355,520
40.86337,-73.86272,521
40.8633,-73.86055,522
40.86457,-73.85895,523
40.86296,-73.85698,524
40.86339,-73.85772,525
40.86386,-73.8559,526
40.8616,-73.85497,527
40.86324,-73.85578,528
40.86536,-73.8543,529
40.86372,-73.85301,530
40.86172,-73.852,531
40.86152,-73.85106,532
40.86506,-73.85204,533
40.86497,-73.85108,534
40.86115,-73.85014,535
40.86142,-73.84914,536
40.86156,-73.84914,537
40.86353,-73.84921,538
40.8633,-73.84826,539
40.86324,-73.84732,540
40.86137,-73.84644,541
40.86169,-73.84455,542
40.86359,-73.84637,543
40.8652,-73.84566,544
40.86519,-73.84513,545
40.86298,-73.84451,546
40.86092,-73.84164,547
40.8634,-73.84348,548
40.86306,-73.84183,549
40.86291,-73.84184,550
40.86436,-73.84164,551
40.86326,-73.84088,552
40.86265,-73.83985,553
40.86171,-73.8381,554
40.86438,-73.8407,555
40.86321,-73.83979,556
40.86304,-73.839,557
40.86089,-73.83799,558
40.86506,-73.83783,559
40.86596,-73.8664,560
40.86596,-73.86626,561
40.86563,-73.86547,562
40.86587,-73.86452,563
40.86609,-73.86357,564
40.86592,-73.8625,565
40.86642,-73.85777,566
40.86578,-73.85584,567
40.86761,-73.85533,568
40.866,-73.85468,569
40.86547,-73.85415,570
40.86569,-73.85281,571
40.86561,-73.85188,572
40.86559,-73.84819,573
40.86561,-73.84725,574
40.86531,-73.84582,575
40.86593,-73.84535,576
40.86568,-73.84428,577
40.86593,-73.84335,578
40.86623,-73.84239,579
40.86542,-73.84066,580
40.87004,-73.86937,581
40.87065,-73.86869,582
40.86806,-73.86633,583
40.86825,-73.86539,584
40.86783,-73.86111,585
40.86776,-73.85699,586
40.86946,-73.85655,587
40.86798,-73.85563,588
40.86824,-73.8546,589
40.86839,-73.85366,590
40.8685,-73.85178,591
40.86826,-73.85006,592
40.86923,-73.84746,593
40.86779,-73.84708,594
40.86908,-73.84581,595
40.86771,-73.84328,596
40.87002,-73.86424,597
40.87008,-73.8625,598
40.86995,-73.86048,599
40.86961,-73.85895,600
40.86978,-73.85846,601
40.87121,-73.85742,602
40.86762,-73.84959,603
40.86845,-73.84829,604
40.86994,-73.84888,605
40.87218,-73.86926,606
40.87216,-73.86444,607
40.87389,-73.86375,608
40.87199,-73.86194,609
40.87311,-73.86292,610
40.87139,-73.86118,611
40.87217,-73.85933,612
40.87131,-73.85664,613
40.87206,-73.85354,614
40.87158,-73.85262,615
40.87394,-73.87029,616
40.87372,-73.86935,617
40.87413,-73.86825,618
40.87603,-73.86803,619
40.87483,-73.86461,620
40.87335,-73.85944,621
40.87442,-73.86017,622
40.87309,-73.85677,623
40.87842,-73.86691,624
40.88054,-73.867,625
40.88031,-73.86599,626
40.88351,-73.86539,627
40.88192,-73.8652,628
40.88468,-73.86385,629
40.88633,-73.86382,630
40.87887,-73.86434,631
40.87904,-73.86455,632
40.87985,-73.86334,633
40.88043,-73.86378,634
40.8817,-73.86054,635
40.8823,-73.86121,636
40.88316,-73.8617,637
40.88377,-73.86098,638
40.88404,-73.86148,639
40.88508,-73.85991,640
40.87867,-73.86156,641
40.87882,-73.8602,642
40.87996,-73.86133,643
40.88015,-73.85966,644
40.88125,-73.86063,645
40.88152,-73.85877,646
40.88315,-73.8596,647
40.88302,-73.85828,648
40.88442,-73.85782,649
40.87743,-73.85817,650
40.87855,-73.85874,651
40.88023,-73.85781,652
40.88057,-73.85615,653
40.88132,-73.8559,654
40.88218,-73.85564,655
40.88267,-73.85458,656
40.88272,-73.85351,657
40.87507,-73.85609,658
40.87674,-73.85601,659
40.87724,-73.85521,660
40.8772,-73.85507,661
40.87827,-73.85336,662
40.8796,-73.8531,663
40.87968,-73.85297,664
40.88147,-73.85378,665
40.88272,-73.8525,666
40.8753,-73.85452,667
40.87564,-73.85295,668
40.87634,-73.85276,669
40.87923,-73.85256,670
40.87753,-73.85179,671
40.88021,-73.85091,672
40.88118,-73.8503,673
40.88092,-73.84856,674
40.87926,-73.85133,675
40.8779,-73.84586,676
40.87932,-73.84816,677
40.88016,-73.84618,678
40.87754,-73.84257,679
40.87336,-73.85063,680
40.87397,-73.85081,681
40.87335,-73.85047,682
40.87405,-73.84983,683
40.87402,-73.84795,684
40.87552,-73.84774,685
40.87517,-73.8474,686
40.87213,-73.84877,687
40.87325,-73.84651,688
40.87262,-73.8458,689
40.87469,-73.84612,690
40.87533,-73.84537,691
40.87335,-73.84446,692
40.87333,-73.84429,693
40.87608,-73.84294,694
40.87702,-73.84148,695
40.8753,-73.84309,696
40.87683,-73.84122,697
40.87492,-73.84023,698
40.87649,-73.83721,699
40.8701,-73.84398,700
40.87176,-73.84216,701
40.87019,-73.84185,702
40.87022,-73.84171,703
40.87085,-73.84105,704
40.87242,-73.84086,705
40.87062,-73.83998,706
40.87103,-73.83922,707
40.87106,-73.83826,708
40.87501,-73.83544,709
40.86834,-73.84096,710
40.86865,-73.83999,711
40.86932,-73.83936,712
40.86932,-73.83758,713
40.86963,-73.83661,714
40.86788,-73.83688,715
40.86745,-73.83652,716
40.89016,-73.86349,717
40.88695,-73.86318,718
40.88737,-73.86153,719
40.88818,-73.86146,720
40.88907,-73.86166,721
40.88989,-73.8616,722
40.89041,-73.86028,723
40.89121,-73.85984,724
40.89206,-73.86061,725
40.88552,-73.8609,726
40.88626,-73.86063,727
40.88677,-73.85964,728
40.88793,-73.85806,729
40.88905,-73.85896,730
40.89009,-73.85703,731
40.89082,-73.85669,732
40.8925,-73.85711,733
40.88452,-73.85777,734
40.88493,-73.85644,735
40.8858,-73.85693,736
40.88667,-73.8567,737
40.88702,-73.85521,738
40.88787,-73.85564,739
40.88832,-73.85443,740
40.8894,-73.85487,741
40.88985,-73.85403,742
40.89088,-73.85465,743
40.89137,-73.85319,744
40.88387,-73.85573,745
40.88406,-73.85374,746
40.88454,-73.85523,747
40.88548,-73.85176,748
40.8861,-73.85231,749
40.88722,-73.85321,750
40.88766,-73.85199,751
40.8885,-73.85204,752
40.88914,-73.85143,753
40.88971,-73.85098,754
40.89028,-73.85015,755
40.88292,-73.85274,756
40.88405,-73.8511,757
40.88531,-73.85171,758
40.88562,-73.85082,759
40.88636,-73.85053,760
40.88673,-73.84907,761
40.88715,-73.84815,762
40.88815,-73.84834,763
40.88842,-73.84672,764
40.89037,-73.84806,765
40.87802,-73.83699,766
40.87896,-73.84058,767
40.8797,-73.8445,768
40.88071,-73.84319,769
40.8824,-73.84017,770
40.88142,-73.84677,771
40.88091,-73.84526,772
40.88184,-73.84587,773
40.88248,-73.84629,774
40.88164,-73.84731,775
40.88215,-73.8467,776
40.88371,-73.84814,777
40.88338,-73.83885,778
40.88223,-73.8381,779
40.88346,-73.83675,780
40.88961,-73.84566,781
40.88942,-73.84502,782
40.8887,-73.83546,783
40.88609,-73.8335,784
40.88588,-73.83338,785
40.88868,-73.8342,786
40.88783,-73.83274,787
40.88676,-73.83114,788
40.89034,-73.84155,789
40.88894,-73.83937,790
40.88874,-73.83887,791
40.88958,-73.83772,792
40.88968,-73.83679,793
40.89016,-73.83507,794
40.89071,-73.83429,795
40.89204,-73.83369,796
40.89076,-73.83213,797
40.89022,-73.83022,798
40.89122,-73.84692,799
40.89022,-73.84638,800
40.89163,-73.84516,801
40.89072,-73.84386,802
40.89141,-73.84301,803
40.89145,-73.84129,804
40.89247,-73.84057,805
40.8928,-73.8388,806
40.89363,-73.83815,807
40.89315,-73.83701,808
40.89566,-73.8596,809
40.89528,-73.85803,810
40.89622,-73.85835,811
40.8942,-73.855,812
40.8946,-73.8555,813
40.89171,-73.85092,814
40.8917,-73.84937,815
40.89331,-73.85207,816
40.89529,-73.85039,817
40.89257,-73.8492,818
40.89245,-73.84819,819
40.8935,-73.84763,820
40.89485,-73.84926,821
40.89478,-73.84827,822
40.89529,-73.84927,823
40.89305,-73.8457,824
40.89261,-73.84524,825
40.89394,-73.84412,826
40.89536,-73.84659,827
40.89445,-73.84417,828
40.89518,-73.84272,829
40.89441,-73.84146,830
40.89589,-73.84283,831
40.89412,-73.84039,832
40.8946,-73.83867,833
40.89652,-73.84132,834
40.89626,-73.8393,835
40.89693,-73.85883,836
40.8963,-73.85722,837
40.89865,-73.85749,838
40.89822,-73.85575,839
40.89744,-73.85406,840
40.89617,-73.85239,841
40.89691,-73.85101,842
40.89675,-73.85079,843
40.89606,-73.84957,844
40.89671,-73.84901,845
40.89798,-73.84853,846
40.89787,-73.84834,847
40.89619,-73.84765,848
40.89898,-73.84705,849
40.89807,-73.84652,850
40.8975,-73.84447,851
40.89944,-73.84495,852
40.89956,-73.85581,853
40.89951,-73.8548,854
40.89854,-73.85301,855
40.89838,-73.8511,856
40.90198,-73.85511,857
40.90381,-73.85471,858
40.90432,-73.85246,859
40.90178,-73.85298,860
40.89845,-73.84999,861
40.89959,-73.84996,862
40.89965,-73.84727,863
40.8996,-73.84473,864
40.90084,-73.8456,865
40.89991,-73.84342,866
40.90231,-73.84309,867
40.90105,-73.84117,868
40.9052,-73.85359,869
40.90433,-73.8522,870
40.90405,-73.85159,871
40.90703,-73.85012,872
40.90489,-73.84928,873
40.90297,-73.84759,874
40.90489,-73.84591,875
40.90568,-73.84641,876
40.90221,-73.84405,877
40.90279,-73.84294,878
40.90263,-73.84211,879
40.90372,-73.84515,880
40.86016,-73.8264,881
40.87859,-73.83622,882
40.88399,-73.82973,883
40.83099,-73.83409,884
40.83454,-73.82747,885
40.83507,-73.82251,886
40.83609,-73.82292,887
40.83506,-73.82076,888
40.83624,-73.82283,889
40.83615,-73.82089,890
40.83592,-73.83213,891
40.83638,-73.83138,892
40.83688,-73.82987,893
40.83722,-73.82929,894
40.83826,-73.82477,895
40.83753,-73.82382,896
40.83706,-73.83714,897
40.83715,-73.83703,898
40.8371,-73.83701,899
40.83784,-73.83595,900
40.83821,-73.83279,901
40.83811,-73.83338,902
40.83997,-73.83092,903
40.83891,-73.82807,904
40.8398,-73.82951,905
40.84127,-73.827,906
40.8382,-73.83677,907
40.84006,-73.83427,908
40.83927,-73.83269,909
40.84137,-73.83302,910
40.842,-73.83575,911
40.84274,-73.83334,912
40.84001,-73.83111,913
40.84164,-73.83083,914
40.8426,-73.83111,915
40.8414,-73.82894,916
40.84282,-73.83016,917
40.84231,-73.82726,918
40.84237,-73.82626,919
40.83909,-73.82269,920
40.83715,-73.81995,921
40.84175,-73.82441,922
40.83925,-73.82278,923
40.83967,-73.82244,924
40.8385,-73.81737,925
40.83926,-73.81686,926
40.84124,-73.81928,927
40.84215,-73.82204,928
40.84309,-73.82375,929
40.8451,-73.82321,930
40.84451,-73.82231,931
40.8466,-73.82204,932
40.84306,-73.81982,933
40.84311,-73.81715,934
40.84615,-73.81991,935
40.84666,-73.82014,936
40.84685,-73.81916,937
40.8465,-73.81745,938
40.84663,-73.81651,939
40.83328,-73.82568,940
40.83356,-73.82447,941
40.83129,-73.82472,942
40.82853,-73.82389,943
40.82981,-73.82347,944
40.829,-73.82141,945
40.83025,-73.8215,946
40.82719,-73.8203,947
40.82754,-73.81905,948
40.82567,-73.81899,949
40.82363,-73.81875,950
40.8238,-73.81784,951
40.81946,-73.81623,952
40.81811,-73.8166,953
40.81841,-73.81558,954
40.81772,-73.81439,955
40.81717,-73.81312,956
40.81721,-73.8161,957
40.83376,-73.82023,958
40.83368,-73.82005,959
40.83269,-73.81964,960
40.83416,-73.8193,961
40.83445,-73.81753,962
40.83354,-73.81729,963
40.83094,-73.81946,964
40.8299,-73.81652,965
40.82972,-73.81525,966
40.82738,-73.81648,967
40.82843,-73.81526,968
40.82832,-73.81389,969
40.82541,-73.81477,970
40.81774,-73.81281,971
40.81662,-73.81055,972
40.82152,-73.81036,973
40.81945,-73.80848,974
40.81937,-73.80639,975
40.82178,-73.80624,976
40.81678,-73.80235,977
40.81694,-73.80136,978
40.81488,-73.8019,979
40.81413,-73.80157,980
40.83158,-73.82813,981
40.83063,-73.82845,982
40.83006,-73.82908,983
40.82881,-73.82801,984
40.82952,-73.82941,985
40.82985,-73.83115,986
40.82872,-73.8313,987
40.8286,-73.83244,988
40.82851,-73.82552,989
40.8286,-73.82577,990
40.82694,-73.82436,991
40.82615,-73.82481,992
40.8275,-73.82707,993
40.82732,-73.82787,994
40.82191,-73.82062,995
40.82459,-73.82262,996
40.82116,-73.81953,997
40.82037,-73.81921,998
40.82072,-73.82046,999
40.8189,-73.81937,1000
40.82059,-73.82143,1001
40.81739,-73.82132,1002
40.81733,-73.8224,1003
40.81817,-73.82397,1004
40.81672,-73.81601,1005
40.81565,-73.81548,1006
40.81848,-73.81838,1007
40.81714,-73.81743,1008
40.81496,-73.81721,1009
40.81699,-73.8187,1010
40.81569,-73.81937,1011
40.81486,-73.81835,1012
40.816,-73.81955,1013
40.81617,-73.82068,1014
40.815,-73.82101,1015
40.81422,-73.81996,1016
40.81541,-73.82142,1017
40.8143,-73.82385,1018
40.81472,-73.82323,1019
40.81478,-73.82722,1020
40.81374,-73.82156,1021
40.83941,-73.78385,1022
40.84167,-73.78514,1023
40.84193,-73.78759,1024
40.84335,-73.78748,1025
40.84463,-73.78822,1026
40.84596,-73.7882,1027
40.84766,-73.79093,1028
40.8495,-73.78813,1029
40.83982,-73.78284,1030
40.84749,-73.78394,1031
40.84931,-73.78609,1032
40.8506,-73.78617,1033
40.85195,-73.78691,1034
40.85579,-73.79047,1035
40.85816,-73.78953,1036
40.88929,-73.81747,1037
40.88936,-73.81921,1038
40.88034,-73.90614,1039
40.88029,-73.91362,1040
40.8808,-73.91618,1041
40.88287,-73.91183,1042
40.88349,-73.91695,1043
40.88171,-73.90482,1044
40.88293,-73.90481,1045
40.884,-73.90607,1046
40.88532,-73.90453,1047
40.88628,-73.90517,1048
40.8848,-73.91343,1049
40.8926,-73.90264,1050
40.8918,-73.90572,1051
40.89652,-73.89993,1052
40.89703,-73.90715,1053
40.89773,-73.89806,1054
40.89647,-73.90231,1055
40.90319,-73.89812,1056
40.90375,-73.89967,1057
40.90317,-73.90133,1058
40.90382,-73.89748,1059
40.90482,-73.89811,1060
40.90633,-73.90121,1061
40.90575,-73.90242,1062
40.90744,-73.89773,1063
40.90679,-73.90307,1064
40.90886,-73.89881,1065
40.90825,-73.90175,1066
40.90966,-73.89866,1067
40.91025,-73.90028,1068
40.91005,-73.90126,1069
40.91045,-73.90115,1070
40.91051,-73.90221,1071
