"long","lat","id"
1203019.82173068,301757.969115971,110
1128904.52647003,77099.3044951654,111
1200219.85882659,129703.007260387,112
1166781.55131254,210368.352624841,113
1566105.66344142,403624.013369627,114
1433659.91351554,469921.708798917,115
1367508.02525144,306265.023920896,116
1403396.30662278,170408.471250059,117
1317364.96692036,342379.455784948,118
1567717.9717997,387053.39191931,119
1318047.62479274,357895.56727449,120
1325459.38819881,479408.776508794,121
1327422.76345804,481084.033580129,122
1390049.13143792,173293.678354629,123
1138053.12003409,233346.223399229,124
1248407.62268936,305395.605403519,125
1500299.1963906,331179.611027185,126
1173098.39401082,205180.802815764,127
1449889.17453332,459907.810675748,128
1214123.29414108,295630.849277157,129
1153651.03638781,120216.447708421,130
1390339.85458858,188943.701678301,131
1525038.95869996,415395.549644852,132
1324843.24037588,482990.45954175,133
1371462.7737483,164208.260217054,134
1269972.5293413,244526.124035014,135
1423558.212773,146376.737799631,136
1421140.71465096,146413.150233286,137
1416169.24885784,178333.151056051,138
1403367.0297086,177075.040474336,139
1311180.30033621,323215.407708297,140
1401907.19176025,170441.36864932,141
1314239.46003638,482324.72846852,142
1328072.19914751,150020.960712896,143
1424235.17887913,466111.509929308,144
1555191.91268962,394802.125653307,145
1534855.1320702,407107.310401468,146
1562537.94910516,389459.132067412,147
1549651.39691363,402628.228743596,148
1169073.28781532,168724.449145241,149
1153223.43777635,382612.426916793,150
1396076.79822596,180255.122369321,151
1173075.49498323,168635.62400396,152
1212344.19126518,76853.5212172677,153
1415307.50443849,354076.382583459,154
1186427.03376503,256968.362097554,155
1337668.55005121,188323.960001635,156
1557479.26321593,394677.517634902,157
1218513.51865198,82771.3458979999,158
1319341.24479261,341671.67936442,159
1429448.99269601,459428.035448264,160
1429448.99269601,459428.035448264,161
1386748.0908319,467435.639575178,162
1221805.15876814,82062.0233780645,163
1221153.17897867,82732.7575362591,164
1221187.66881485,85369.9487041555,165
1221187.66881485,85369.9487041555,166
1194401.94683731,101089.202154085,167
1385906.93136244,153399.87411322,168
1344832.2206039,120221.792987204,169
1348118.86047904,123879.432200899,170
1351311.22396173,120908.428916896,171
1131571.86006942,78336.5767787712,172
1260801.86340565,109657.558257657,173
1175329.9569636,189016.240474213,174
1171779.27447219,169990.585387185,175
1241900.74946359,310803.329009063,176
1353936.29518457,119536.549255271,177
1121729.68065235,119179.057690365,178
1542298.4035524,413999.801456697,179
1404108.95429715,154602.66578525,180
1479990.37697063,439681.587574339,181
1482081.97414394,439430.84555551,182
1316306.00576076,293722.973648919,183
1139749.32400796,262387.871475204,184
1426874.02621439,466065.848675903,185
1131013.00937228,293007.473489316,186
1443953.96703325,459293.077248623,187
1432856.8966159,457106.943253086,188
1444158.46666412,458694.017470448,189
1396531.69547019,465111.457249574,190
1295776.17380696,474982.40828617,191
1557259.07055036,393334.233729157,192
1262758.7925812,110147.88193375,193
1265258.2840173,110105.318201371,194
1301384.32110839,369327.379299878,195
1174652.66825799,109298.546934701,196
1170756.18816123,113319.769146647,197
1361102.4856418,169426.016982743,198
1570462.61669194,394632.327182945,199
1537824.37440079,420713.385585179,200
1530963.69457576,411255.344384883,201
1311148.80522809,327175.516617688,202
1435833.23362473,457412.671707507,203
1438822.74352349,332911.242390909,204
1542969.61889737,405288.028225304,205
1177782.62523979,249810.514062893,206
1280225.08855998,204859.128376995,207
1536334.05110905,409340.907720707,208
1542705.26704557,402779.482061869,209
1535645.24328327,414093.6412571,210
1158740.1714248,207868.320914077,211
1182245.44583019,125606.958072348,212
1131200.34902407,299477.564990864,213
1361117.75848596,170744.552776432,214
1194270.0522181,286472.546273354,215
1572688.5855031,393292.793030852,216
1515352.84424364,421399.726797306,217
1457581.64482739,457232.210100408,218
1454366.52117626,460542.646301794,219
1447910.91039233,459260.77512002,220
1183837.91657444,105141.081329287,221
1339384.0078096,110536.722572917,222
1544439.44028968,405420.48691153,223
1546732.59856328,399303.047721158,224
1402035.33466902,187623.043433439,225
1525862.60021927,416171.06260382,226
1569741.00647234,392609.274485241,227
1576404.00551683,393927.253730954,228
1383354.79864075,463931.399917517,229
1187017.76598646,251000.690950279,230
1505664.70767475,426187.653963673,231
1421503.61780189,454265.367951101,232
1114874.52787626,269735.912930353,233
1530321.495282,418087.8496018,234
1353298.46906703,174883.612313848,235
1534325.52037044,414081.258431672,236
1545545.76099312,404432.613082336,237
1288169.80420693,384231.589721258,238
1412392.64948869,462200.546739112,239
1357783.1065752,474202.00163839,240
1542257.19901827,408678.396040984,241
1512104.23425106,421894.134473288,242
1388319.77392788,132125.733079287,243
1163777.32684712,131250.873989103,244
1370073.441892,164216.507160684,245
1370067.03209191,162897.867440411,246
1397947.12137251,170502.721357569,247
1553896.31148849,408596.955137271,248
1543912.9376326,400884.156312162,249
1316098.66955151,366638.958056188,250
1541635.8838742,406677.627904436,251
1540995.36650823,414016.120635796,252
1421505.45983697,459565.2686128,253
1420185.4081723,459559.222125665,254
1527410.25820327,413038.479721857,255
1524491.92508191,329170.79903047,256
1470014.81523756,448536.477017523,257
1364338.72677715,231196.054476593,258
1478086.96059448,440830.923826881,259
1096727.22842967,235006.458265181,260
1373395.05542427,131496.71588529,261
1511466.25593116,427430.445910616,262
1454230.23193504,452621.246402969,263
1471990.68209399,447637.308065691,264
1549216.28598822,400076.553797238,265
1288917.57603606,391083.583206526,266
1527082.12392397,421264.643372339,267
1525736.44873448,417493.871004892,268
1499950.83233442,436186.369873151,269
1291536.76955996,391198.190029048,270
1543178.99779035,416006.813322358,271
1348838.3213652,202455.168654638,272
1546898.67931165,410670.377776964,273
1546888.4487613,408058.805271319,274
1539965.59089127,408112.425452202,275
1532459.144403,416508.197994916,276
1382783.9526478,469233.93562137,277
1427004.81735344,458830.571610205,278
1427829.57392405,457063.847845539,279
1336658.65388267,421661.292750975,280
1389179.35091052,152702.583407987,281
1273229.38047353,110161.43879581,282
1141486.89837575,236149.299186901,283
1573344.20889529,390606.492547509,284
1169196.92192387,139032.444436653,285
1166631.54075302,143687.874373037,286
1337288.99804134,243768.808751646,287
1565105.74493511,386948.567208762,288
1544303.39311457,414843.969759169,289
1544603.23308577,416638.476571466,290
1546952.52375049,415958.956097612,291
1152951.5831139,118252.147060197,292
1280305.49184463,329349.648207712,293
1551901.04818691,397757.162718839,294
1550570.3069694,398723.728566854,295
1550581.31601121,398712.759915016,296
1553211.13168536,398670.231605183,297
1553990.98857664,397367.055911083,298
1570700.78680021,391979.960983113,299
1317511.31500942,481169.075794888,300
1545703.18776224,400949.837696812,301
1544161.901965,403713.310154715,302
1539475.0622108,411618.503406721,303
1546872.50919407,405399.903850914,304
1437070.32872382,458666.040823118,305
1448572.67564728,458625.280974505,306
1310655.565721,199261.165471539,307
1327199.30354112,450462.622040831,308
1331277.3038978,479150.372442663,309
1332680.65049279,478644.064652028,310
1327641.85555667,189559.466341031,311
1521171.15787898,422557.375376292,312
1559856.40457445,394953.490719224,313
1114529.23130015,288594.051149081,314
1240555.67128345,317455.855207114,315
1212410.30182653,391493.797759799,316
1443665.05548185,456676.485234949,317
1446481.86791803,455003.329170446,318
1432888.18465261,467655.473197957,319
1431066.42925547,466931.98053379,320
1445916.94865359,456366.594449394,321
1332147.95421103,481313.784765993,322
1332767.61741674,482602.575342657,323
1335731.40429876,481624.629579287,324
1470051.21723452,457868.283610421,325
1521786.4249265,418635.048501945,326
1225683.42371403,402753.172445296,327
1406746.4052965,152577.076470401,328
1281501.6580236,292422.52927429,329
1252651.28195277,320954.633942955,330
1541594.84227694,416108.022860858,331
1153855.24481734,401813.498585086,332
1098998.06096765,376197.547806194,333
1107065.63739149,75737.8601824904,334
1101866.96096748,75255.3855182583,335
1397936.85673446,134202.053430682,336
1348267.85422573,447954.803569855,337
1349352.59516879,470380.404370065,338
1194376.04884019,120148.108588886,339
1390689.5092827,466304.845233494,340
1402610.81332787,473515.363462173,341
1138846.03270147,241873.202521833,342
1135448.17637299,245128.575108986,343
1434207.4203682,467939.05994552,344
1472145.37146892,444554.670970495,345
1246386.87658997,104627.399534896,346
1321298.24276776,193562.401438495,347
1171193.12745288,99517.2205795864,348
1213368.55732051,83163.9891369657,349
1423017.67456505,156104.212962056,350
1125624.98389023,248043.931250269,351
1399113.55336616,182257.194415555,352
1359029.67139998,170120.401569175,353
1487032.17637972,438954.106251402,354
1352985.11429862,205869.625257509,355
1097370.35328677,209852.090489466,356
1497446.87099857,439042.36878214,357
1390629.41414622,131515.230821957,358
1537777.99890478,405429.979838712,359
1139743.69475497,251177.649113923,360
1132855.49630438,241689.247620333,361
1072902.88269518,128161.141494507,362
1429431.05500859,464247.283462806,363
1124994.57466157,285769.303720408,364
1558479.94900256,406890.706111706,365
1558525.71651195,392044.087652118,366
1320911.2311687,482350.798727995,367
1570388.08206606,390884.511911572,368
1170426.53343515,272355.093303419,369
1239363.66356326,99616.8052951357,370
1417681.86382035,226064.088854168,371
1536851.29263268,410813.839550032,372
1473825.71531218,442739.839019362,373
1470646.25588996,443906.009587127,374
1318279.70883816,482808.828985622,375
1386659.14428932,205968.380364585,376
1209032.3780337,92163.528992422,377
1368499.57432483,303940.669160538,378
1135715.27518256,276885.060595669,379
1401189.19771084,464419.484001611,380
1463371.82706333,461679.687666417,381
1081655.410648,275087.58694019,382
1531629.24419205,410068.513530775,383
1452490.03755695,454609.148097482,384
1392082.18934113,133420.045828571,385
1390252.49467315,130459.052836506,386
1535600.51936426,411453.080270538,387
1295324.28629749,123643.248515185,388
1494839.29469329,433408.688735456,389
1567972.36725289,402580.191924077,390
1567899.31128615,401261.863081836,391
1392344.20006279,204404.683603103,392
1132420.59002215,249542.47146804,393
1356318.76487459,146214.794591676,394
1470262.92548583,448148.600486947,395
1096935.18079087,293321.730310764,396
1383346.31458568,204542.779045465,397
1453865.84504715,457129.883602891,398
1454833.80100944,457563.068431184,399
1566611.07375131,394673.055586708,400
1385117.62719738,129955.420865914,401
1561368.06206238,400051.454362282,402
1569081.14517394,394647.339773553,403
1324818.85278614,481358.837531346,404
1379489.90919981,164495.296245517,405
1379948.29136354,158370.375200799,406
1452290.57305239,332717.890129065,407
1562518.4293109,395338.041693777,408
1530852.4052284,413477.735452076,409
1531363.70368938,411781.665559975,410
1099270.12216081,352994.322925095,411
1416440.38023508,467473.005806467,412
1416445.64720066,468911.770693709,413
1153221.99764903,233052.371321937,414
1443907.62820583,455344.961817276,415
1542914.42534435,410708.172656556,416
1541605.80662696,410753.619926429,417
1575671.23772755,396784.8712757,418
1509384.58498187,426214.284724055,419
1307009.73642735,474312.457919286,420
1524725.92283686,421436.217756557,421
1331437.57369408,482587.020305741,422
1338499.81956558,471517.274139936,423
1313126.97774681,478311.110032592,424
1347346.99313451,474167.896817804,425
1347125.68436511,474312.686751407,426
1349782.80175417,475609.682121375,427
1515018.84106738,420866.040984086,428
1458634.6896662,468461.297384035,429
1433010.50476834,471894.331410325,430
1417570.11456927,458075.521607,431
1574129.0158101,386612.229027139,432
1455449.18329735,454473.076419516,433
1373544.37366293,161205.290338482,434
1497362.04415218,434096.417944329,435
1215061.30577251,232859.183397908,436
1421128.91503742,457277.563684986,437
1451562.65366413,453403.522736333,438
1473369.17408411,445274.561023497,439
1474788.37330732,445159.025986897,440
1307341.55762247,117095.584484921,441
1394403.16655369,144889.512658154,442
1275926.41906255,110980.405525905,443
1294287.22863915,333077.74683352,444
1288132.67003678,343003.042014423,445
1364897.90587566,479025.263102648,446
1487835.27160144,438173.107786283,447
1241561.05256022,313723.319462347,448
1554532.52339657,406594.973868139,449
1556567.67631392,407327.149543313,450
1529002.71824949,413500.867075252,451
1467992.15865065,450568.964917366,452
1465973.02484951,451905.884737931,453
1355971.4778604,449100.128534993,454
1357586.7940125,450465.114130019,455
1076576.31010793,349375.718269578,456
1417018.32962676,458892.980437777,457
1418865.35516573,459553.248781841,458
1485887.68707574,439817.476647373,459
1490182.9350834,437382.355619288,460
1498355.72972403,431883.149106001,461
1364511.19533947,483196.944496671,462
1366787.29179371,480737.373146157,463
1381400.92812225,464659.234902894,464
1507554.01947956,433454.669114968,465
1508044.72573211,434887.06546436,466
1194438.27082854,72531.3989490112,467
1192407.06394906,72816.6560368072,468
1422453.03100767,458919.133291302,469
1379232.01503092,401880.642545045,470
1317452.76472727,476853.213639617,471
1317303.5727392,480672.83828257,472
1201939.15625202,365556.056077561,473
1470042.60789929,413419.076658037,474
1310750.30747438,198651.504282885,475
1182716.73564371,151928.389623312,476
1385194.79857906,158113.944882018,477
1250093.54481531,106203.0864446,478
1552396.08753635,404643.136025643,479
1173944.0435596,142252.071095195,480
1082091.36934976,167553.722167372,481
1154077.30184478,207339.060203753,482
1253604.7751354,293435.328192271,483
1422726.91571478,468682.324104339,484
1569028.66290796,386328.24418144,485
1415816.75333293,458011.849672964,486
1554159.95984419,412781.132971027,487
1180783.90299175,155262.320442566,488
1453863.44568143,458583.265286788,489
1356598.55441189,482495.885554546,490
1541791.16440995,409503.503495545,491
1162385.11236319,261963.173730803,492
1159357.29696418,248860.702779143,493
1172793.70527593,273645.910800093,494
1083968.3230609,430683.24677975,495
1297844.86987409,477294.865029183,496
1099837.37589512,292509.267937804,497
1127808.92112113,259936.384663899,498
1111733.73801579,74768.2584948415,499
1269667.66306264,275568.38190308,500
1407962.41911564,164349.787369608,501
1276075.01658099,282326.170914072,502
1159886.85460663,197483.914830909,503
1448620.07428033,426472.43060389,504
1295882.6674265,204662.782423212,505
1175643.69541592,345600.307150356,506
1321714.92622419,482740.724993499,507
1332803.51790624,481545.722737361,508
1078760.43988608,68948.289672801,509
1216808.41601588,82294.7038151475,510
1405767.71072571,171900.673422053,511
1557180.17590835,401617.349391751,512
1230063.57260067,96989.3464854159,513
1162134.0449596,212398.456184661,514
1419475.05132469,160558.732576773,515
1551979.21605114,415870.595031272,516
1535076.40899649,419698.194240327,517
1157757.00076762,269830.315541847,518
1363067.86263931,473210.975996382,519
1520464.99661919,419883.724449787,520
1277080.43760216,209307.07089872,521
1130220.64997198,283810.487882673,522
1293681.28764744,109447.756836073,523
1295405.73379471,110158.992270532,524
1222335.59422928,292134.75974971,525
1239181.22589855,136121.308749602,526
1308998.85616495,474743.674569744,527
1392316.13356545,148025.508107915,528
1199811.08571978,119392.592665062,529
1183365.57316235,260873.554772223,530
1346983.80783989,148443.013089133,531
1422456.06633369,458347.224458918,532
1279393.57854975,236678.041218485,533
1297517.77956068,249177.357580656,534
1295840.25867731,474081.711229441,535
1295783.21890068,476610.63446697,536
1546870.05660153,403363.802839017,537
1376691.9631907,215706.937484032,538
1488058.70389142,445944.70974407,539
1311616.15694203,198399.236931655,540
1314124.62144903,198051.833726289,541
1251888.40797044,218585.766981297,542
1487427.51155879,439530.719072861,543
1399873.72332334,460476.880174214,544
1156622.85542283,266909.42975031,545
1160676.64159554,204532.493549118,546
1172401.81356097,193991.34349598,547
1401946.46840351,459148.353372275,548
1423376.32078013,168355.261886109,549
1271268.00455464,277048.232457147,550
1538954.97983468,404885.871266034,551
1309683.27424802,476030.980460397,552
1303063.3595023,201052.98500234,553
1557183.30935994,405685.910765977,554
1551905.50062155,402685.331164439,555
1326669.94042319,191976.404036032,556
1162968.41174233,260545.300840039,557
1254856.37467822,289455.337388481,558
1096977.04496484,375769.769725824,559
1188067.07213433,273488.093010538,560
1263858.48853891,208348.142301378,561
1492195.1649839,434076.97580209,562
1163003.50699656,229682.960129563,563
1306659.31494417,212656.501217808,564
1341993.26374323,469152.839827228,565
1172439.23083722,342205.438806455,566
1137819.88714092,262366.228820553,567
1075777.59213022,293788.521709524,568
1143953.5167714,328581.692876361,569
1154615.94505428,272651.562614837,570
1136553.86793224,266939.553330318,571
1184309.94657959,272983.560113953,572
1224854.90631585,257733.837294322,573
1181818.7868568,120357.671354614,574
1374418.79437009,126329.602440894,575
1317354.92019331,207887.775896223,576
1076738.19032027,207466.172523576,577
1102249.23592131,281087.752598879,578
1173317.57353827,286572.507922643,579
1114677.16135662,229812.651875812,580
1167940.14242538,273066.94687877,581
1117281.20118739,260943.007178367,582
1144269.62523014,249772.209639191,583
1524402.18054799,416156.262241021,584
1474416.99724231,448053.742637361,585
1194705.56420628,284806.854597657,586
1459466.95458381,464521.046725778,587
1303144.92926052,115066.305381208,588
1260932.79391971,108912.29145359,589
1409464.8410311,231037.329759003,590
1130441.18872693,246691.603651333,591
1325346.15945234,200284.861504471,592
1110970.20994784,115233.195020947,593
1203914.32765994,106642.976640403,594
1109103.18852214,257180.370277059,595
1287909.71498604,108642.671098342,596
1074740.63576093,277705.214664541,597
1241528.15242758,219895.533914356,598
1168635.88742613,201089.014929194,599
1110240.26980613,239652.473200404,600
1181254.40283157,262247.203109003,601
1168421.7584959,271421.693877159,602
1378624.67729303,451459.585614206,603
1291019.87464239,111252.990210422,604
1286485.81469311,112703.341529833,605
1292578.66539569,111143.073974956,606
1340646.42032043,471799.782643182,607
1513978.29228542,420864.246931192,608
1169994.40213128,189178.115360369,609
1311626.85632452,478961.979738404,610
1490011.04069805,333591.404410257,611
1137548.92255873,286176.944505319,612
1537863.12063794,411100.865164786,613
1280019.55142899,209550.684664506,614
1238226.09807938,186354.187146645,615
1283564.75460158,205406.844979123,616
1361764.10687774,474304.425590728,617
1414317.50716786,461493.753707714,618
1301061.67455233,473245.376250355,619
1376287.07340758,128778.998407854,620
1235102.27428853,216895.394014066,621
1415891.71120111,458947.28204823,622
1548089.97625375,410986.273320809,623
1110865.80465075,301120.22346719,624
1302053.91002035,217690.068448735,625
1099127.13299536,281081.447606072,626
1184539.86195937,260505.144127824,627
1175489.29970317,246546.771067915,628
1458651.13610993,461591.394953103,629
1408101.88347984,455080.70320871,630
1232805.98892398,256333.504546667,631
1131092.07838726,249974.995675772,632
1123117.0972888,252732.093333693,633
1170641.08004601,185168.825849091,634
1112494.0199193,257131.128003132,635
1323440.49460879,475239.144477936,636
1201592.31802014,201340.2989208,637
1191456.73431445,191377.175232081,638
1094849.89961806,213938.766187676,639
1093150.18159871,210111.616147357,640
1179559.83749872,186286.32218625,641
1406562.70092459,462541.188009138,642
1201796.72558227,298297.560719999,643
1124621.1505837,163385.775796343,644
1133498.15213016,267127.728417794,645
1156953.42345602,223202.226452331,646
1109875.6663386,297006.932452937,647
1159342.76557402,228666.567378523,648
1362989.09402683,467631.345862237,649
1123072.74716774,229207.984230425,650
1111909.82083888,295603.067252936,651
1085324.73019324,240393.324148424,652
1153531.3942075,204726.921282549,653
1559228.56863952,390701.282185528,654
1145836.49259617,223450.0400358,655
1112228.85405315,264037.470263402,656
1408866.95543298,452406.893814689,657
1151581.79006681,405900.181127567,658
1235051.63617835,310393.583141186,659
1121469.84926197,319454.568502655,660
1100196.18808208,322584.348238084,661
1413066.84565991,163346.723070941,662
1267206.50982708,285904.96440026,663
1267206.50982708,285904.96440026,664
1449628.27747112,458642.301907487,665
1186586.28006048,104014.534746675,666
1568508.21820317,390649.69704256,667
1428467.14501369,463363.416686119,668
1533763.25948707,417999.371625395,669
1115266.73241212,258312.745173813,670
1190091.3554709,120209.36567151,671
1202153.62431108,125077.281224735,672
1571719.33860354,390629.321234374,673
1247758.40006599,188787.19098647,674
1073405.60289741,277521.746256761,675
1109447.14157052,261672.32310623,676
1080634.02640926,207499.155930829,677
1172287.6738874,312600.862424436,678
1205654.8761715,382705.014339212,679
1107183.7995215,287287.897437705,680
1222017.44838757,168210.42014023,681
1167760.629412,212425.757953335,682
1159773.60036922,267993.773011981,683
1466690.48822325,445580.915502414,684
1272994.28096551,211103.139462845,685
1178215.33458026,175928.774581596,686
1150241.14846622,290785.294877044,687
1191142.96843231,186060.291598905,688
1230492.40106926,172902.954526631,689
1562283.44840846,319030.173727517,690
1365567.32672415,467597.808941681,691
1121798.35353165,243677.677149248,692
1188132.23538837,159761.348915572,693
1173772.42437367,345797.009121049,694
1144687.29764075,245347.954079388,695
1170125.47926277,252571.293167775,696
1169087.45217987,162738.200525415,697
1122327.36599091,280558.529881554,698
1086388.92451564,232600.892925358,699
1133773.29458311,252497.776389783,700
1180574.9652391,183669.292531898,701
1094029.82392363,261766.660480808,702
1241529.93737464,188893.142452867,703
1165462.70358087,274926.482201887,704
1187463.72125374,121570.088709958,705
1181078.40749904,259583.790623943,706
1205934.8215359,118982.956498969,707
1503383.79496894,339116.908706104,708
1389754.22910344,263159.153211942,709
1087129.01488794,163553.555474849,710
1083939.41056476,163707.09298033,711
1246396.71620026,102656.246013018,712
1255758.27623909,342306.469701857,713
1125735.74295603,256719.946730404,714
1111637.55940874,269245.897822401,715
1126206.1862743,279199.96931932,716
1221298.97934805,300003.49337061,717
1196486.64857132,116334.741111268,718
1195253.19158078,112367.961054921,719
1286473.15350572,400339.567157284,720
1142951.95398088,327068.685108702,721
1160792.11937822,209769.21715171,722
1157939.0815092,201949.452871031,723
1172864.34339229,227540.150820861,724
1101214.71884746,257392.546272644,725
1270266.06967362,227636.603744248,726
1242602.71967352,254868.760089639,727
1126948.87063995,285220.992484139,728
1112970.58482433,282864.519407109,729
1086307.37649663,243190.700447946,730
1312122.32541646,196082.734111004,731
1155882.59241405,232371.982831384,732
1255772.3164008,143986.4475866,733
1342472.95396703,244920.685219361,734
1155411.98074268,281247.991134161,735
1106905.62888772,365443.275939975,736
1404811.47617339,145368.530122857,737
1187316.02027543,355150.834086333,738
1170987.27597654,339924.136102429,739
1070878.14021511,283167.030791747,740
1237266.83650886,301103.15528391,741
1432056.28394223,458840.495699601,742
1160470.22548178,265309.379842871,743
1177841.87103862,154265.627437025,744
1127497.15909015,277350.706065862,745
1151260.14439219,378029.366357552,746
1170869.64773148,262903.349983473,747
1217869.24098247,80188.5071903511,748
1108168.79297425,249888.794587336,749
1193511.42010301,392266.071916662,750
1180152.08388715,159897.71410789,751
1082918.40937327,272405.799424559,752
1092165.54485972,265219.378905103,753
1097239.02990891,258873.882421153,754
1094602.2022138,258940.931377042,755
1094856.42933011,270375.463746904,756
1106993.66302322,276981.441669596,757
1147285.65675976,267857.130534844,758
1277199.28683391,110826.449077056,759
1221518.73659362,143973.654330632,760
1085976.40383926,235109.82530878,761
1190042.80319906,358520.172062025,762
1177443.91690295,201817.950422501,763
1294231.30354936,406043.356846432,764
1315152.55216324,352601.7887468,765
1139976.22245165,230008.943065059,766
1288780.15190927,379486.982460562,767
1096611.12583595,229747.951611938,768
1261728.47434157,273025.690228127,769
1094758.92965145,283931.11689546,770
1097437.50077823,289266.209622671,771
1320632.00576679,360534.642120763,772
1080912.433634,271818.498877553,773
1099919.659306,299856.075458937,774
1173832.75829206,283651.62047228,775
1145485.20588178,238438.446737098,776
1142262.11145171,260382.843490535,777
1118043.19571641,266198.326975994,778
1557175.15942172,397800.120966142,779
1146144.63586844,210254.955105847,780
1172690.93976948,189070.968926762,781
1181098.73577615,363706.716816364,782
1134947.9643547,343033.23076678,783
1083918.31501773,248386.8220701,784
1134209.04633589,282913.58443788,785
1143405.92911969,345595.822828896,786
1161092.83182818,128629.734710339,787
1122683.25500925,219772.759483507,788
1176496.38289947,104657.80795031,789
1105845.10623776,295748.385233218,790
1132073.03686211,337709.415963019,791
1134757.92737555,337838.372602159,792
1112812.01135327,252999.860143089,793
1080853.23820882,430034.729485921,794
1318321.86677097,355239.968806081,795
1244029.64065491,304862.854530168,796
1431688.90335485,470689.26845713,797
1218772.07337286,198140.740547479,798
1238272.55055894,282634.724045104,799
1291677.5969965,376978.374386052,800
1359218.53892505,483335.385168746,801
1083667.90294213,243218.89263255,802
1086365.4493782,245830.872667304,803
1196886.6640604,237012.771560651,804
1314254.67227586,477607.151727566,805
1202957.92748344,299125.181694897,806
1560698.1871198,394673.843694787,807
1297713.71827223,471818.000618841,808
1239040.83082079,372073.902366597,809
1201847.67418221,354978.438479674,810
1204592.66524784,360221.564859047,811
1174831.0730988,154782.593947769,812
1242092.22814885,288756.750259042,813
1313483.19379239,370823.640823139,814
1079575.63377513,177096.385493378,815
1097729.78996567,267796.411643292,816
1100532.03299705,282292.195947211,817
1093509.13273487,265268.901925374,818
1094890.52826803,262577.796515518,819
1399696.90149315,237187.249113116,820
1315551.62896168,477596.70286924,821
